7416|3|2083|18|310|214|1|37.60|0|"CARGA"
7418|4|2087|16|289|159|2|45.00|0|"CARGA"
7422|3|2126|36|601|97|8|23.60|0|"CARGA"
7423|4|2088|10|36|0|0|24.60|0|"FRESC"
7424|3|2102|36|202|62|1|25.20|0|"VACIA"
7425|4|2030|20|254|165|1|33.00|0|"CARGA"
7426|3|2029|24|537|208|6|0.20|36|"CARGA"
7427|3|2042|38|471|228|6|6.50|0|"CARGA"
7428|3|2098|35|258|204|1|26.20|0|"CARGA"
7429|4|2174|15|208|130|1|64.70|0|"CARGA"
7430|2|2024|32|522|273|5|24.00|50|"CARGA"
7431|4|2137|17|238|114|3|42.20|0|"CARGA"
7433|4|2054|11|50|0|0|60.70|0|"FRESC"
7434|3|2105|17|70|0|0|40.50|0|"ANEST"
7435|4|2045|9|18|0|0|46.20|0|"FRESC"
7436|4|2064|15|226|114|2|54.50|0|"CARGA"
7438|3|2044|32|306|274|3|30.10|50|"CARGA"
7439|4|2063|15|204|146|1|49.30|0|"CARGA"
7442|4|2024|10|34|0|0|48.20|0|"FRESC"
7445|3|2172|36|157|29|4|24.90|0|"INSEM"
7446|3|2131|26|406|229|7|3.90|64|"CARGA"
7455|3|2146|38|333|181|2|12.20|0|"CARGA"
7456|3|2032|11|47|0|0|51.70|0|"FRESC"
7460|2|2046|37|591|132|11|17.80|0|"CARGA"
7461|4|2038|9|24|0|0|27.20|0|"FRESC"
7463|4|2045|36|278|202|2|24.80|0|"CARGA"
7468|3|2181|20|354|19|12|31.30|0|"INSEM"
7469|3|2068|36|543|14|15|24.30|0|"INSEM"
7470|3|2037|19|386|168|2|36.20|0|"CARGA"
7471|3|2073|31|520|255|5|15.90|29|"CARGA"
7474|3|2036|31|289|262|1|15.90|36|"CARGA"
7476|4|2027|10|36|0|0|44.30|0|"FRESC"
7477|3|2054|20|266|207|1|32.00|0|"CARGA"
7478|3|2096|35|264|201|1|27.60|0|"CARGA"
7479|3|2059|18|396|27|4|37.90|0|"INSEM"
7480|3|2057|11|52|0|0|49.40|0|"FRESC"
7481|2|2106|26|751|266|13|0.80|64|"CARGA"
7486|3|1998|32|348|238|2|29.30|15|"CARGA"
7489|3|2008|38|616|201|9|13.90|0|"CARGA"
7491|3|2142|20|327|160|2|31.90|0|"CARGA"
7492|4|2023|17|239|181|1|42.40|0|"CARGA"
7494|3|2047|38|358|204|3|8.60|0|"CARGA"
7495|3|2128|31|351|258|3|26.00|29|"CARGA"
7499|4|2034|11|54|0|0|52.90|0|"FRESC"
7500|2|1979|35|575|204|5|25.60|0|"CARGA"
7502|3|2005|20|299|202|1|32.90|0|"CARGA"
7505|3|1842|16|310|89|5|45.50|0|"CARGA"
7507|4|2074|20|119|46|2|31.10|0|"INSEM"
7508|3|2074|36|288|231|1|24.80|0|"CARGA"
7510|4|1954|15|101|88|0|48.30|0|"LIMPI"
7511|3|1999|15|146|59|1|53.30|0|"VACIA"
7514|4|2023|18|150|12|3|37.60|0|"INSEM"
7516|3|1933|10|43|0|0|36.00|0|"FRESC"
7517|3|1961|11|61|11|0|42.70|0|"SUCIA"
7518|3|2048|17|273|27|6|43.20|0|"INSEM"
7519|2|1949|26|563|259|12|7.60|64|"CARGA"
7522|3|1967|20|380|177|7|32.70|0|"CARGA"
7529|3|1980|17|264|27|3|41.60|0|"SUCIA"
7533|2|2037|38|897|186|22|6.60|0|"VACIA"
7538|3|2044|37|417|149|1|18.80|0|"ABORT"
