id,np,corr,fpar,stat,exp_6,prm,dpr,dsc,fnac,exp_11,exp_12,psv
2953,0,22,.  .,"CARGA",209,0.00,0,0,22.11.2018,658,21.645," "
2722,0,21,.  .,"CARGA",222,0.00,0,0,15.08.2018,757,24.901,"N"
3405,0,52,.  .,"",0,0.00,0,0,20.08.2019,387,12.730," "
3406,0,52,.  .,"",0,0.00,0,0,21.08.2019,386,12.697," "
3407,0,52,.  .,"",0,0.00,0,0,21.08.2019,386,12.697," "
3408,0,52,.  .,"",0,0.00,0,0,21.08.2019,386,12.697," "
3410,0,52,.  .,"",0,0.00,0,0,21.08.2019,386,12.697," "
3411,0,52,.  .,"",0,0.00,0,0,21.08.2019,386,12.697," "
3412,0,52,.  .,"",0,0.00,0,0,22.08.2019,385,12.664," "
3414,0,52,.  .,"",0,0.00,0,0,22.08.2019,385,12.664," "
3415,0,52,.  .,"",0,0.00,0,0,22.08.2019,385,12.664," "
3416,0,52,.  .,"",0,0.00,0,0,22.08.2019,385,12.664," "
3418,0,52,.  .,"",0,0.00,0,0,23.08.2019,384,12.632," "
3417,0,52,.  .,"",0,0.00,0,0,23.08.2019,384,12.632," "
3421,0,52,.  .,"",0,0.00,0,0,24.08.2019,383,12.599," "
3422,0,52,.  .,"",0,0.00,0,0,24.08.2019,383,12.599," "
3424,0,52,.  .,"",0,0.00,0,0,24.08.2019,383,12.599," "
3427,0,52,.  .,"",0,0.00,0,0,25.08.2019,382,12.566," "
3426,0,52,.  .,"",0,0.00,0,0,25.08.2019,382,12.566," "
3428,0,52,.  .,"",0,0.00,0,0,26.08.2019,381,12.533," "
3429,0,52,.  .,"",0,0.00,0,0,27.08.2019,380,12.500," "
3430,0,52,.  .,"",0,0.00,0,0,27.08.2019,380,12.500," "
3431,0,30,.  .,"",0,0.00,0,0,27.08.2019,380,12.500," "
3433,0,52,.  .,"",0,0.00,0,0,28.08.2019,379,12.467," "
3432,0,52,.  .,"",0,0.00,0,0,28.08.2019,379,12.467,"N"
3434,0,52,.  .,"",0,0.00,0,0,29.08.2019,378,12.434,"N"
3435,0,52,.  .,"",0,0.00,0,0,29.08.2019,378,12.434," "
3436,0,52,.  .,"",0,0.00,0,0,29.08.2019,378,12.434," "
3440,0,52,.  .,"",0,0.00,0,0,31.08.2019,376,12.368,"N"
3442,0,52,.  .,"",0,0.00,0,0,01.09.2019,375,12.336,"N"
3444,0,52,.  .,"",0,0.00,0,0,02.09.2019,374,12.303,"N"
3445,0,52,.  .,"",0,0.00,0,0,03.09.2019,373,12.270,"N"
3447,0,52,.  .,"",0,33.00,0,0,03.09.2019,373,12.270,"N"
3448,0,52,.  .,"",0,0.00,0,0,03.09.2019,373,12.270,"N"
3449,0,52,.  .,"",0,0.00,0,0,03.09.2019,373,12.270,"N"
3450,0,52,.  .,"",0,0.00,0,0,04.09.2019,372,12.237,"N"
3451,0,52,.  .,"",0,0.00,0,0,04.09.2019,372,12.237,"N"
3452,0,52,.  .,"",0,0.00,0,0,04.09.2019,372,12.237,"N"
3454,0,30,.  .,"",0,0.00,0,0,04.09.2019,372,12.237,"N"
3455,0,52,.  .,"",0,0.00,0,0,04.09.2019,372,12.237,"N"
3456,0,52,.  .,"",0,0.00,0,0,05.09.2019,371,12.204,"N"
3457,0,52,.  .,"",0,0.00,0,0,06.09.2019,370,12.171,"N"
3458,0,52,.  .,"",0,0.00,0,0,06.09.2019,370,12.171,"N"
3459,0,52,.  .,"",0,41.00,0,0,06.09.2019,370,12.171,"N"
3460,0,52,.  .,"",0,0.00,0,0,06.09.2019,370,12.171,"N"
3461,0,52,.  .,"",0,0.00,0,0,07.09.2019,369,12.138,"N"
3462,0,52,.  .,"",0,0.00,0,0,08.09.2019,368,12.105,"N"
3463,0,52,.  .,"",0,0.00,0,0,08.09.2019,368,12.105,"N"
3464,0,52,.  .,"",0,0.00,0,0,09.09.2019,367,12.072,"N"
3466,0,52,.  .,"",0,0.00,0,0,09.09.2019,367,12.072,"N"
3465,0,52,.  .,"",0,0.00,0,0,09.09.2019,367,12.072,"N"
3469,0,52,.  .,"",0,0.00,0,0,10.09.2019,366,12.039,"N"
3468,0,52,.  .,"",0,23.00,0,0,10.09.2019,366,12.039,"N"
3470,0,52,.  .,"",0,44.00,0,0,10.09.2019,366,12.039,"N"
3474,0,52,.  .,"",0,0.00,0,0,11.09.2019,365,12.007,"N"
3475,0,52,.  .,"",0,0.00,0,0,12.09.2019,364,11.974,"N"
3476,0,52,.  .,"",0,0.00,0,0,12.09.2019,364,11.974,"N"
3477,0,52,.  .,"",0,34.00,0,0,12.09.2019,364,11.974,"N"
3478,0,52,.  .,"",0,0.00,0,0,12.09.2019,364,11.974,"N"
3479,0,52,.  .,"",0,0.00,0,0,13.09.2019,363,11.941," "
3472,0,52,.  .,"",0,0.00,0,0,13.09.2019,363,11.941," "
3480,0,52,.  .,"",0,0.00,0,0,13.09.2019,363,11.941," "
3481,0,52,.  .,"",0,0.00,0,0,13.09.2019,363,11.941," "
3483,0,52,.  .,"",0,0.00,0,0,13.09.2019,363,11.941," "
3482,0,52,.  .,"",0,0.00,0,0,13.09.2019,363,11.941," "
3484,0,52,.  .,"",0,0.00,0,0,14.09.2019,362,11.908," "
3487,0,52,.  .,"",0,0.00,0,0,16.09.2019,360,11.842," "
3488,0,52,.  .,"",0,0.00,0,0,16.09.2019,360,11.842," "
3489,0,52,.  .,"",0,0.00,0,0,16.09.2019,360,11.842," "
3493,0,52,.  .,"",0,0.00,0,0,17.09.2019,359,11.809," "
3491,0,52,.  .,"",0,0.00,0,0,17.09.2019,359,11.809," "
3495,0,52,.  .,"",0,0.00,0,0,17.09.2019,359,11.809," "
3496,0,52,.  .,"",0,0.00,0,0,17.09.2019,359,11.809,"N"
3501,0,52,.  .,"",0,0.00,0,0,18.09.2019,358,11.776," "
3502,0,52,.  .,"",0,0.00,0,0,18.09.2019,358,11.776,"N"
3503,0,52,.  .,"",0,0.00,0,0,18.09.2019,358,11.776," "
3504,0,52,.  .,"",0,0.00,0,0,19.09.2019,357,11.743," "
3498,0,52,.  .,"",0,0.00,0,0,18.09.2019,358,11.776," "
3499,0,52,.  .,"",0,0.00,0,0,18.09.2019,358,11.776," "
3507,0,52,.  .,"",0,0.00,0,0,19.09.2019,357,11.743," "
3510,0,52,.  .,"",0,0.00,0,0,20.09.2019,356,11.711,"N"
3511,0,52,.  .,"",0,0.00,0,0,20.09.2019,356,11.711," "
3512,0,52,.  .,"",0,0.00,0,0,20.09.2019,356,11.711," "
3513,0,52,.  .,"",0,0.00,0,0,20.09.2019,356,11.711,"N"
3514,0,52,.  .,"",0,0.00,0,0,21.09.2019,355,11.678," "
3517,0,52,.  .,"",0,0.00,0,0,23.09.2019,353,11.612," "
3518,0,52,.  .,"",0,0.00,0,0,23.09.2019,353,11.612," "
3520,0,52,.  .,"",0,0.00,0,0,23.09.2019,353,11.612," "
3519,0,52,.  .,"",0,0.00,0,0,23.09.2019,353,11.612," "
3521,0,52,.  .,"",0,0.00,0,0,24.09.2019,352,11.579," "
3522,0,52,.  .,"",0,0.00,0,0,24.09.2019,352,11.579," "
3523,0,52,.  .,"",0,0.00,0,0,24.09.2019,352,11.579," "
3525,0,52,.  .,"",0,0.00,0,0,25.09.2019,351,11.546," "
3526,0,52,.  .,"",0,0.00,0,0,25.09.2019,351,11.546," "
3527,0,52,.  .,"",0,0.00,0,0,26.09.2019,350,11.513," "
3529,0,52,.  .,"",0,0.00,0,0,27.09.2019,349,11.480," "
3530,0,52,.  .,"",0,0.00,0,0,27.09.2019,349,11.480," "
3531,0,52,.  .,"",0,0.00,0,0,28.09.2019,348,11.447," "
3534,0,52,.  .,"",0,0.00,0,0,29.09.2019,347,11.414," "
3533,0,52,.  .,"",0,0.00,0,0,29.09.2019,347,11.414," "
3535,0,52,.  .,"",0,0.00,0,0,29.09.2019,347,11.414," "
3537,0,52,.  .,"",0,0.00,0,0,30.09.2019,346,11.382," "
3538,0,52,.  .,"",0,0.00,0,0,30.09.2019,346,11.382," "
3540,0,52,.  .,"",0,0.00,0,0,01.10.2019,345,11.349," "
3541,0,52,.  .,"",0,0.00,0,0,01.10.2019,345,11.349," "
3542,0,52,.  .,"",0,0.00,0,0,02.10.2019,344,11.316," "
3543,0,52,.  .,"",0,0.00,0,0,04.10.2019,342,11.250," "
3548,0,52,.  .,"",0,0.00,0,0,06.10.2019,340,11.184," "
3547,0,52,.  .,"",0,0.00,0,0,06.10.2019,340,11.184," "
3549,0,52,.  .,"",0,0.00,0,0,06.10.2019,340,11.184," "
3550,0,52,.  .,"",0,0.00,0,0,07.10.2019,339,11.151," "
3551,0,52,.  .,"",0,0.00,0,0,07.10.2019,339,11.151," "
3552,0,52,.  .,"",0,0.00,0,0,07.10.2019,339,11.151," "
3553,0,52,.  .,"",0,0.00,0,0,07.10.2019,339,11.151," "
3554,0,52,.  .,"",0,0.00,0,0,08.10.2019,338,11.118," "
3555,0,52,.  .,"",0,0.00,0,0,08.10.2019,338,11.118," "
3556,0,25,.  .,"",0,0.00,0,0,08.10.2019,338,11.118," "
3557,0,52,.  .,"",0,0.00,0,0,09.10.2019,337,11.086," "
3558,0,52,.  .,"",0,0.00,0,0,10.10.2019,336,11.053," "
3559,0,52,.  .,"",0,0.00,0,0,10.10.2019,336,11.053," "
3560,0,30,.  .,"",0,0.00,0,0,10.10.2019,336,11.053," "
3561,0,52,.  .,"",0,0.00,0,0,11.10.2019,335,11.020," "
3563,0,52,.  .,"",0,0.00,0,0,11.10.2019,335,11.020," "
3564,0,52,.  .,"",0,0.00,0,0,11.10.2019,335,11.020," "
3562,0,52,.  .,"",0,0.00,0,0,11.10.2019,335,11.020," "
3566,0,52,.  .,"",0,0.00,0,0,12.10.2019,334,10.987," "
3567,0,52,.  .,"",0,0.00,0,0,13.10.2019,333,10.954," "
3569,0,52,.  .,"",0,0.00,0,0,14.10.2019,332,10.921," "
3570,0,52,.  .,"",0,0.00,0,0,14.10.2019,332,10.921," "
3572,0,52,.  .,"",0,0.00,0,0,15.10.2019,331,10.888," "
3571,0,52,.  .,"",0,0.00,0,0,15.10.2019,331,10.888," "
3573,0,52,.  .,"",0,0.00,0,0,16.10.2019,330,10.855," "
3576,0,52,.  .,"",0,0.00,0,0,18.10.2019,328,10.789," "
3578,0,52,.  .,"",0,0.00,0,0,18.10.2019,328,10.789," "
3579,0,52,.  .,"",0,0.00,0,0,19.10.2019,327,10.757," "
3581,0,52,.  .,"",0,0.00,0,0,19.10.2019,327,10.757," "
3582,0,52,.  .,"",0,0.00,0,0,19.10.2019,327,10.757," "
3583,0,52,.  .,"",0,0.00,0,0,19.10.2019,327,10.757," "
3586,0,52,.  .,"",0,0.00,0,0,20.10.2019,326,10.724," "
3584,0,52,.  .,"",0,0.00,0,0,20.10.2019,326,10.724," "
3587,0,52,.  .,"",0,0.00,0,0,21.10.2019,325,10.691," "
3588,0,52,.  .,"",0,0.00,0,0,23.10.2019,323,10.625," "
3589,0,52,.  .,"",0,0.00,0,0,24.10.2019,322,10.592," "
3590,0,52,.  .,"",0,0.00,0,0,25.10.2019,321,10.559," "
3591,0,52,.  .,"",0,0.00,0,0,25.10.2019,321,10.559," "
3592,0,52,.  .,"",0,0.00,0,0,25.10.2019,321,10.559," "
3593,0,30,.  .,"",0,0.00,0,0,27.10.2019,319,10.493," "
3594,0,30,.  .,"",0,0.00,0,0,27.10.2019,319,10.493," "
3595,0,52,.  .,"",0,0.00,0,0,27.10.2019,319,10.493," "
3596,0,52,.  .,"",0,0.00,0,0,28.10.2019,318,10.461," "
3598,0,52,.  .,"",0,0.00,0,0,29.10.2019,317,10.428," "
3599,0,52,.  .,"",0,0.00,0,0,29.10.2019,317,10.428," "
3601,0,52,.  .,"",0,0.00,0,0,31.10.2019,315,10.362," "
3602,0,52,.  .,"",0,0.00,0,0,31.10.2019,315,10.362," "
3604,0,52,.  .,"",0,0.00,0,0,31.10.2019,315,10.362," "
3603,0,52,.  .,"",0,0.00,0,0,31.10.2019,315,10.362," "
3605,0,52,.  .,"",0,0.00,0,0,04.11.2019,311,10.230," "
3608,0,52,.  .,"",0,0.00,0,0,05.11.2019,310,10.197," "
3607,0,52,.  .,"",0,0.00,0,0,05.11.2019,310,10.197," "
3611,0,52,.  .,"",0,0.00,0,0,06.11.2019,309,10.164," "
3612,0,52,.  .,"",0,0.00,0,0,08.11.2019,307,10.099," "
3614,0,52,.  .,"",0,0.00,0,0,09.11.2019,306,10.066," "
3615,0,52,.  .,"",0,0.00,0,0,09.11.2019,306,10.066," "
3617,0,52,.  .,"",0,0.00,0,0,10.11.2019,305,10.033," "
3618,0,52,.  .,"",0,0.00,0,0,11.11.2019,304,10.000," "
3619,0,52,.  .,"",0,0.00,0,0,12.11.2019,303,9.967," "
3620,0,52,.  .,"",0,0.00,0,0,14.11.2019,301,9.901," "
3621,0,52,.  .,"",0,0.00,0,0,15.11.2019,300,9.868," "
3622,0,52,.  .,"",0,0.00,0,0,16.11.2019,299,9.836," "
3623,0,52,.  .,"",0,0.00,0,0,16.11.2019,299,9.836," "
3624,0,52,.  .,"",0,0.00,0,0,16.11.2019,299,9.836," "
3625,0,25,.  .,"",0,0.00,0,0,16.11.2019,299,9.836," "
3627,0,52,.  .,"",0,0.00,0,0,16.11.2019,299,9.836," "
3626,0,52,.  .,"",0,0.00,0,0,16.11.2019,299,9.836," "
3628,0,52,.  .,"",0,0.00,0,0,17.11.2019,298,9.803," "
3629,0,52,.  .,"",0,0.00,0,0,17.11.2019,298,9.803," "
3630,0,52,.  .,"",0,0.00,0,0,18.11.2019,297,9.770," "
3631,0,52,.  .,"",0,0.00,0,0,18.11.2019,297,9.770," "
3632,0,52,.  .,"",0,0.00,0,0,18.11.2019,297,9.770," "
3634,0,52,.  .,"",0,0.00,0,0,19.11.2019,296,9.737," "
3635,0,52,.  .,"",0,0.00,0,0,19.11.2019,296,9.737," "
3636,0,52,.  .,"",0,0.00,0,0,19.11.2019,296,9.737," "
3639,0,52,.  .,"",0,0.00,0,0,21.11.2019,294,9.671," "
3640,0,52,.  .,"",0,0.00,0,0,21.11.2019,294,9.671," "
3641,0,52,.  .,"",0,0.00,0,0,22.11.2019,293,9.638," "
3642,0,52,.  .,"",0,0.00,0,0,23.11.2019,292,9.605," "
3644,0,52,.  .,"",0,0.00,0,0,27.11.2019,288,9.474," "
3643,0,52,.  .,"",0,0.00,0,0,27.11.2019,288,9.474," "
3647,0,25,.  .,"",0,0.00,0,0,28.11.2019,287,9.441," "
3648,0,25,.  .,"",0,0.00,0,0,28.11.2019,287,9.441," "
3649,0,52,.  .,"",0,0.00,0,0,28.11.2019,287,9.441," "
3650,0,52,.  .,"",0,0.00,0,0,29.11.2019,286,9.408," "
3651,0,52,.  .,"",0,0.00,0,0,29.11.2019,286,9.408," "
3652,0,52,.  .,"",0,0.00,0,0,30.11.2019,285,9.375," "
3653,0,52,.  .,"",0,0.00,0,0,30.11.2019,285,9.375," "
3654,0,52,.  .,"",0,0.00,0,0,01.12.2019,284,9.342," "
3657,0,52,.  .,"",0,0.00,0,0,01.12.2019,284,9.342," "
3658,0,52,.  .,"",0,0.00,0,0,02.12.2019,283,9.309," "
3659,0,26,.  .,"",0,0.00,0,0,03.12.2019,282,9.276,"N"
3661,0,25,.  .,"",0,0.00,0,0,03.12.2019,282,9.276," "
3662,0,25,.  .,"",0,0.00,0,0,03.12.2019,282,9.276," "
3663,0,25,.  .,"",0,0.00,0,0,03.12.2019,282,9.276," "
3660,0,25,.  .,"",0,0.00,0,0,03.12.2019,282,9.276," "
3664,0,25,.  .,"",0,0.00,0,0,04.12.2019,281,9.243," "
3665,0,25,.  .,"",0,0.00,0,0,04.12.2019,281,9.243," "
3666,0,25,.  .,"",0,0.00,0,0,04.12.2019,281,9.243," "
3668,0,25,.  .,"",0,0.00,0,0,05.12.2019,280,9.211," "
3669,0,25,.  .,"",0,0.00,0,0,05.12.2019,280,9.211," "
3670,0,25,.  .,"",0,0.00,0,0,06.12.2019,279,9.178," "
3671,0,25,.  .,"",0,0.00,0,0,06.12.2019,279,9.178," "
3673,0,44,.  .,"",0,0.00,0,0,08.12.2019,277,9.112," "
3674,0,25,.  .,"",0,0.00,0,0,08.12.2019,277,9.112," "
3675,0,25,.  .,"",0,0.00,0,0,08.12.2019,277,9.112," "
3676,0,25,.  .,"",0,0.00,0,0,08.12.2019,277,9.112," "
3677,0,25,.  .,"",0,0.00,0,0,08.12.2019,277,9.112," "
3678,0,25,.  .,"",0,0.00,0,0,09.12.2019,276,9.079," "
3679,0,30,.  .,"",0,0.00,0,0,09.12.2019,276,9.079,"N"
3680,0,25,.  .,"",0,0.00,0,0,09.12.2019,276,9.079," "
3681,0,25,.  .,"",0,0.00,0,0,10.12.2019,275,9.046," "
3682,0,25,.  .,"",0,0.00,0,0,10.12.2019,275,9.046," "
3683,0,25,.  .,"",0,0.00,0,0,10.12.2019,275,9.046," "
3684,0,25,.  .,"",0,0.00,0,0,10.12.2019,275,9.046," "
3685,0,25,.  .,"",0,0.00,0,0,11.12.2019,274,9.013," "
3686,0,25,.  .,"",0,0.00,0,0,12.12.2019,273,8.980," "
3688,0,25,.  .,"",0,0.00,0,0,13.12.2019,272,8.947," "
3687,0,25,.  .,"",0,0.00,0,0,13.12.2019,272,8.947," "
3689,0,44,.  .,"",0,0.00,0,0,14.12.2019,271,8.914," "
3690,0,44,.  .,"",0,0.00,0,0,15.12.2019,270,8.882," "
3691,0,25,.  .,"",0,0.00,0,0,16.12.2019,269,8.849," "
3693,0,25,.  .,"",0,0.00,0,0,17.12.2019,268,8.816," "
3695,0,25,.  .,"",0,0.00,0,0,18.12.2019,267,8.783," "
3696,0,25,.  .,"",0,0.00,0,0,19.12.2019,266,8.750," "
3697,0,25,.  .,"",0,0.00,0,0,19.12.2019,266,8.750," "
3382,0,52,.  .,"",0,0.00,0,0,19.08.2019,388,12.763,"N"
3698,0,25,.  .,"",0,0.00,0,0,19.12.2019,266,8.750," "
3699,0,25,.  .,"",0,0.00,0,0,19.12.2019,266,8.750," "
3700,0,25,.  .,"",0,0.00,0,0,20.12.2019,265,8.717," "
3702,0,25,.  .,"",0,0.00,0,0,21.12.2019,264,8.684," "
3701,0,25,.  .,"",0,0.00,0,0,21.12.2019,264,8.684," "
3704,0,25,.  .,"",0,0.00,0,0,21.12.2019,264,8.684," "
3703,0,25,.  .,"",0,0.00,0,0,21.12.2019,264,8.684," "
3706,0,25,.  .,"",0,0.00,0,0,22.12.2019,263,8.651," "
3705,0,25,.  .,"",0,0.00,0,0,22.12.2019,263,8.651," "
3707,0,25,.  .,"",0,0.00,0,0,22.12.2019,263,8.651," "
3709,0,30,.  .,"",0,0.00,0,0,23.12.2019,262,8.618," "
3708,0,25,.  .,"",0,0.00,0,0,23.12.2019,262,8.618," "
3710,0,25,.  .,"",0,0.00,0,0,23.12.2019,262,8.618," "
3712,0,25,.  .,"",0,0.00,0,0,24.12.2019,261,8.586," "
3716,0,25,.  .,"",0,0.00,0,0,25.12.2019,260,8.553," "
3717,0,25,.  .,"",0,0.00,0,0,25.12.2019,260,8.553," "
3718,0,25,.  .,"",0,0.00,0,0,25.12.2019,260,8.553," "
3713,0,25,.  .,"",0,0.00,0,0,25.12.2019,260,8.553," "
3714,0,25,.  .,"",0,0.00,0,0,25.12.2019,260,8.553," "
3715,0,25,.  .,"",0,0.00,0,0,25.12.2019,260,8.553," "
3719,0,25,.  .,"",0,0.00,0,0,25.12.2019,260,8.553," "
3720,0,25,.  .,"",0,0.00,0,0,26.12.2019,259,8.520," "
3721,0,25,.  .,"",0,0.00,0,0,26.12.2019,259,8.520," "
3723,0,25,.  .,"",0,0.00,0,0,26.12.2019,259,8.520," "
3722,0,25,.  .,"",0,0.00,0,0,26.12.2019,259,8.520," "
3724,0,25,.  .,"",0,0.00,0,0,27.12.2019,258,8.487," "
3725,0,25,.  .,"",0,0.00,0,0,27.12.2019,258,8.487," "
3727,0,44,.  .,"",0,0.00,0,0,28.12.2019,257,8.454," "
3726,0,25,.  .,"",0,0.00,0,0,28.12.2019,257,8.454," "
3728,0,30,.  .,"",0,0.00,0,0,28.12.2019,257,8.454," "
3731,0,25,.  .,"",0,0.00,0,0,29.12.2019,256,8.421," "
3733,0,44,.  .,"",0,0.00,0,0,29.12.2019,256,8.421," "
3729,0,25,.  .,"",0,0.00,0,0,29.12.2019,256,8.421," "
3730,0,25,.  .,"",0,0.00,0,0,29.12.2019,256,8.421," "
3734,0,25,.  .,"",0,0.00,0,0,31.12.2019,254,8.355," "
3735,0,30,.  .,"",0,0.00,0,0,02.01.2020,252,8.289," "
3736,0,44,.  .,"",0,0.00,0,0,02.01.2020,252,8.289," "
3737,0,25,.  .,"",0,0.00,0,0,03.01.2020,251,8.257," "
3739,0,25,.  .,"",0,0.00,0,0,04.01.2020,250,8.224," "
3740,0,25,.  .,"",0,0.00,0,0,04.01.2020,250,8.224," "
3741,0,44,.  .,"",0,0.00,0,0,04.01.2020,250,8.224," "
3745,0,30,.  .,"",0,0.00,0,0,05.01.2020,249,8.191," "
3743,0,43,.  .,"",0,0.00,0,0,05.01.2020,249,8.191," "
3744,0,25,.  .,"",0,0.00,0,0,05.01.2020,249,8.191," "
3746,0,25,.  .,"",0,0.00,0,0,05.01.2020,249,8.191," "
3747,0,25,.  .,"",0,0.00,0,0,06.01.2020,248,8.158," "
3749,0,44,.  .,"",0,0.00,0,0,06.01.2020,248,8.158," "
3750,0,44,.  .,"",0,0.00,0,0,07.01.2020,247,8.125," "
3751,0,30,.  .,"",0,0.00,0,0,08.01.2020,246,8.092,"N"
3754,0,42,.  .,"",0,0.00,0,0,08.01.2020,246,8.092," "
3752,0,25,.  .,"",0,0.00,0,0,08.01.2020,246,8.092," "
3753,0,25,.  .,"",0,0.00,0,0,08.01.2020,246,8.092," "
3755,0,44,.  .,"",0,0.00,0,0,08.01.2020,246,8.092," "
3756,0,44,.  .,"",0,0.00,0,0,09.01.2020,245,8.059," "
3757,0,44,.  .,"",0,0.00,0,0,10.01.2020,244,8.026," "
3759,0,44,.  .,"",0,0.00,0,0,11.01.2020,243,7.993," "
3761,0,25,.  .,"",0,0.00,0,0,12.01.2020,242,7.961," "
3764,0,25,.  .,"",0,0.00,0,0,13.01.2020,241,7.928," "
3760,0,44,.  .,"",0,0.00,0,0,11.01.2020,243,7.993," "
3762,0,44,.  .,"",0,0.00,0,0,12.01.2020,242,7.961," "
3763,0,30,.  .,"",0,0.00,0,0,12.01.2020,242,7.961," "
3758,0,44,.  .,"",0,0.00,0,0,10.01.2020,244,8.026," "
3765,0,25,.  .,"",0,0.00,0,0,14.01.2020,240,7.895," "
3766,0,44,.  .,"",0,0.00,0,0,15.01.2020,239,7.862," "
3767,0,30,.  .,"",0,0.00,0,0,15.01.2020,239,7.862," "
3768,0,25,.  .,"",0,0.00,0,0,15.01.2020,239,7.862," "
3769,0,30,.  .,"",0,0.00,0,0,16.01.2020,238,7.829,"N"
3770,0,25,.  .,"",0,0.00,0,0,17.01.2020,237,7.796," "
3771,0,44,.  .,"",0,0.00,0,0,17.01.2020,237,7.796," "
3772,0,44,.  .,"",0,0.00,0,0,18.01.2020,236,7.763," "
3773,0,44,.  .,"",0,0.00,0,0,18.01.2020,236,7.763," "
3774,0,44,.  .,"",0,0.00,0,0,20.01.2020,234,7.697," "
3775,0,44,.  .,"",0,0.00,0,0,20.01.2020,234,7.697," "
3776,0,44,.  .,"",0,0.00,0,0,20.01.2020,234,7.697," "
3777,0,44,.  .,"",0,0.00,0,0,21.01.2020,233,7.664," "
3778,0,44,.  .,"",0,0.00,0,0,21.01.2020,233,7.664," "
3779,0,44,.  .,"",0,0.00,0,0,21.01.2020,233,7.664," "
3780,0,44,.  .,"",0,0.00,0,0,23.01.2020,231,7.599," "
3781,0,44,.  .,"",0,0.00,0,0,23.01.2020,231,7.599," "
3782,0,44,.  .,"",0,0.00,0,0,23.01.2020,231,7.599," "
3783,0,44,.  .,"",0,0.00,0,0,25.01.2020,229,7.533," "
3784,0,25,.  .,"",0,0.00,0,0,25.01.2020,229,7.533," "
3785,0,44,.  .,"",0,0.00,0,0,25.01.2020,229,7.533," "
3786,0,43,.  .,"",0,0.00,0,0,25.01.2020,229,7.533," "
3787,0,44,.  .,"",0,0.00,0,0,28.01.2020,226,7.434," "
3788,0,44,.  .,"",0,0.00,0,0,28.01.2020,226,7.434," "
3789,0,44,.  .,"",0,0.00,0,0,28.01.2020,226,7.434," "
3791,0,43,.  .,"",0,0.00,0,0,30.01.2020,224,7.368," "
3792,0,43,.  .,"",0,0.00,0,0,30.01.2020,224,7.368," "
3790,0,44,.  .,"",0,0.00,0,0,30.01.2020,224,7.368," "
3794,0,44,.  .,"",0,0.00,0,0,31.01.2020,223,7.336," "
3793,0,44,.  .,"",0,0.00,0,0,31.01.2020,223,7.336," "
3795,0,44,.  .,"",0,0.00,0,0,01.02.2020,222,7.303," "
3796,0,44,.  .,"",0,0.00,0,0,01.02.2020,222,7.303," "
3797,0,44,.  .,"",0,0.00,0,0,02.02.2020,221,7.270," "
3798,0,44,.  .,"",0,0.00,0,0,04.02.2020,219,7.204," "
3799,0,44,.  .,"",0,0.00,0,0,06.02.2020,217,7.138," "
3800,0,43,.  .,"",0,0.00,0,0,06.02.2020,217,7.138," "
3802,0,30,.  .,"",0,0.00,0,0,09.02.2020,214,7.039,"N"
3805,0,43,.  .,"",0,0.00,0,0,11.02.2020,212,6.974,"N"
3806,0,44,.  .,"",0,0.00,0,0,11.02.2020,212,6.974,"N"
3807,0,44,.  .,"",0,0.00,0,0,12.02.2020,211,6.941," "
3808,0,43,.  .,"",0,0.00,0,0,13.02.2020,210,6.908," "
3803,0,42,.  .,"",0,0.00,0,0,10.02.2020,213,7.007,"N"
3804,0,43,.  .,"",0,0.00,0,0,10.02.2020,213,7.007,"N"
3809,0,43,.  .,"",0,0.00,0,0,14.02.2020,209,6.875," "
3810,0,43,.  .,"",0,0.00,0,0,15.02.2020,208,6.842," "
3811,0,43,.  .,"",0,0.00,0,0,16.02.2020,207,6.809," "
3812,0,43,.  .,"",0,0.00,0,0,16.02.2020,207,6.809," "
3814,0,43,.  .,"",0,0.00,0,0,18.02.2020,205,6.743,"N"
3815,0,44,.  .,"",0,0.00,0,0,19.02.2020,204,6.711,"N"
3816,0,43,.  .,"",0,0.00,0,0,20.02.2020,203,6.678,"N"
3817,0,43,.  .,"",0,0.00,0,0,20.02.2020,203,6.678,"N"
3818,0,43,.  .,"",0,0.00,0,0,22.02.2020,201,6.612,"N"
3819,0,43,.  .,"",0,0.00,0,0,23.02.2020,200,6.579,"N"
3820,0,43,.  .,"",0,0.00,0,0,25.02.2020,198,6.513,"N"
3315,0,24,.  .,"",0,0.00,0,0,18.07.2019,420,13.816,"N"
3394,0,30,.  .,"",0,0.00,0,0,16.08.2019,391,12.862,"S"
3821,0,43,.  .,"",0,0.00,0,0,25.02.2020,198,6.513," "
3822,0,43,.  .,"",0,0.00,0,0,26.02.2020,197,6.480," "
3823,0,43,.  .,"",0,0.00,0,0,26.02.2020,197,6.480," "
3824,0,43,.  .,"",0,0.00,0,0,26.02.2020,197,6.480," "
3825,0,42,.  .,"",0,0.00,0,0,01.03.2020,193,6.349," "
3827,0,30,.  .,"",0,0.00,0,0,01.03.2020,193,6.349," "
3826,0,43,.  .,"",0,0.00,0,0,01.03.2020,193,6.349," "
3828,0,42,.  .,"",0,0.00,0,0,03.03.2020,191,6.283," "
3829,0,42,.  .,"",0,0.00,0,0,04.03.2020,190,6.250," "
3830,0,30,.  .,"",0,0.00,0,0,04.03.2020,190,6.250," "
3831,0,30,.  .,"",0,0.00,0,0,04.03.2020,190,6.250," "
