id,np,corr,fpar,stat,exp_6,prm,dpr,dsc,fnac,exp_11,exp_12,psv
2485,1,8,04.01.2020,"CARGA",205,34.00,250,0,13.02.2018,940,30.921,"N"
2487,1,8,22.01.2020,"CARGA",181,31.00,232,0,14.02.2018,939,30.888,"N"
2486,1,6,08.02.2020,"INSEM",47,29.00,215,0,14.02.2018,939,30.888,"N"
2488,1,7,22.01.2020,"CARGA",161,32.00,232,0,15.02.2018,938,30.855,"N"
2489,1,7,30.01.2020,"CARGA",147,32.00,224,0,15.02.2018,938,30.855,"N"
2490,1,13,14.02.2020,"CARGA",112,31.00,209,0,16.02.2018,937,30.822,"N"
2491,1,7,28.01.2020,"CARGA",168,27.00,226,0,17.02.2018,936,30.789,"N"
2492,1,7,09.04.2020,"INSEM",18,40.00,154,0,17.02.2018,936,30.789,"N"
2493,1,8,29.12.2019,"CARGA",207,32.00,256,0,18.02.2018,935,30.757,"N"
2494,1,7,25.01.2020,"CARGA",131,36.00,229,0,20.02.2018,933,30.691,"N"
2495,1,7,04.02.2020,"CARGA",146,33.00,219,0,21.02.2018,932,30.658,"N"
2496,1,6,31.01.2020,"CARGA",69,41.00,223,0,22.02.2018,931,30.625,"N"
2497,1,6,16.02.2020,"CARGA",68,36.00,207,0,22.02.2018,931,30.625,"N"
2498,1,6,02.02.2020,"CARGA",99,26.00,221,0,23.02.2018,930,30.592,"N"
2499,1,6,09.03.2020,"INSEM",32,38.00,185,0,23.02.2018,930,30.592,"N"
2501,1,8,08.02.2020,"CARGA",139,27.00,215,0,24.02.2018,929,30.559,"N"
2503,1,6,20.02.2020,"CARGA",76,37.00,203,0,27.02.2018,926,30.461,"N"
2505,1,6,01.05.2020,"INSEM",20,27.00,132,0,27.02.2018,926,30.461,"N"
2504,1,6,04.03.2020,"CARGA",56,35.00,190,0,27.02.2018,926,30.461,"N"
2507,1,7,04.02.2020,"CARGA",132,33.00,219,0,01.03.2018,924,30.395,"N"
2510,1,8,11.02.2020,"CARGA",152,34.00,212,0,02.03.2018,923,30.362,"N"
2512,0,30,.  .,"TRATA",0,0.00,0,0,04.03.2018,921,30.296,"S"
2513,1,5,22.03.2020,"INSEM",34,35.00,172,0,06.03.2018,919,30.230,"N"
2514,1,7,02.03.2020,"CARGA",124,33.00,192,0,06.03.2018,919,30.230,"N"
2516,1,8,13.02.2020,"CARGA",157,30.00,210,0,12.03.2018,913,30.033,"N"
2518,1,7,17.02.2020,"CARGA",120,35.00,206,0,16.03.2018,909,29.901,"N"
2521,1,7,10.02.2020,"CARGA",156,37.00,213,0,21.03.2018,904,29.737,"N"
2526,1,7,26.02.2020,"INSEM",31,33.00,197,0,02.04.2018,892,29.342,"N"
2527,1,8,02.04.2020,"INSEM",42,27.00,161,0,02.04.2018,892,29.342,"N"
2525,1,6,12.04.2020,"CARGA",90,36.00,151,0,01.04.2018,893,29.375,"N"
2528,1,7,17.03.2020,"CARGA",126,37.00,177,0,10.04.2018,884,29.079,"N"
2530,1,6,04.03.2020,"INSEM",31,40.00,190,0,12.04.2018,882,29.013,"N"
2529,1,6,16.03.2020,"CARGA",68,34.00,178,0,12.04.2018,882,29.013,"N"
2532,1,7,09.03.2020,"CARGA",133,37.00,185,0,14.04.2018,880,28.947,"N"
2533,1,6,05.04.2020,"CARGA",108,35.00,158,0,14.04.2018,880,28.947,"N"
2536,1,6,18.05.2020,"CARGA",65,31.00,115,0,21.04.2018,873,28.717,"N"
2539,1,6,09.04.2020,"CARGA",97,34.00,154,0,21.04.2018,873,28.717,"N"
2540,1,6,28.04.2020,"CARGA",76,32.00,135,0,25.04.2018,869,28.586,"N"
2542,1,5,06.06.2020,"INSEM",24,36.00,96,0,27.04.2018,867,28.520,"N"
2543,1,7,24.04.2020,"INSEM",46,36.00,139,0,29.04.2018,865,28.454,"N"
2544,1,7,04.03.2020,"CARGA",129,35.00,190,0,30.04.2018,864,28.421,"N"
2545,1,6,08.05.2020,"CARGA",65,36.00,125,0,01.05.2018,863,28.388,"N"
2546,1,5,05.04.2020,"INSEM",27,36.00,158,0,01.05.2018,863,28.388,"N"
2547,1,6,08.04.2020,"TRATA",56,27.00,155,0,05.05.2018,859,28.257,"N"
2548,1,6,01.04.2020,"CARGA",88,33.00,162,0,05.05.2018,859,28.257,"N"
2549,1,6,17.04.2020,"SUCIA",19,36.00,146,0,09.05.2018,855,28.125,"N"
2550,1,6,28.04.2020,"INSEM",41,40.00,135,0,11.05.2018,853,28.059,"N"
2551,1,7,13.03.2020,"CARGA",131,32.00,181,0,11.05.2018,853,28.059,"N"
2552,1,6,19.06.2020,"INSEM",28,32.00,83,0,11.05.2018,853,28.059,"N"
2553,1,7,07.03.2020,"CARGA",132,38.00,187,0,10.05.2018,854,28.092,"N"
2555,1,7,10.03.2020,"CARGA",128,32.00,184,0,17.05.2018,847,27.862,"N"
2556,1,12,17.03.2020,"CARGA",96,38.00,177,0,17.05.2018,847,27.862,"N"
2560,1,7,30.03.2020,"CARGA",114,34.00,164,0,21.05.2018,843,27.730,"N"
2559,1,7,08.03.2020,"CARGA",133,29.00,186,0,21.05.2018,843,27.730,"N"
2561,1,7,28.03.2020,"CARGA",107,30.00,166,0,22.05.2018,842,27.697,"N"
2562,1,6,08.04.2020,"CARGA",100,34.00,155,0,22.05.2018,842,27.697,"N"
2563,1,13,29.06.2020,"TRATA",32,33.00,73,0,22.05.2018,842,27.697,"N"
2564,1,7,30.03.2020,"CARGA",112,36.00,164,0,22.05.2018,842,27.697,"N"
2567,1,7,29.04.2020,"CARGA",82,30.00,134,0,23.05.2018,841,27.664,"N"
2566,0,21,.  .,"CARGA",229,0.00,0,0,23.05.2018,841,27.664,"N"
2569,1,5,30.06.2020,"TRATA",36,31.00,72,0,24.05.2018,840,27.632,"N"
2568,1,6,30.03.2020,"CARGA",99,32.00,164,0,24.05.2018,840,27.632,"N"
2572,1,6,06.04.2020,"INSEM",25,29.00,157,0,27.05.2018,837,27.533,"N"
2573,1,7,04.04.2020,"INSEM",24,39.00,159,0,28.05.2018,836,27.500,"N"
2574,1,6,05.04.2020,"CARGA",93,36.00,158,0,29.05.2018,835,27.467,"N"
2575,1,6,12.04.2020,"CARGA",63,39.00,151,0,30.05.2018,834,27.434,"N"
2576,1,5,16.04.2020,"INSEM",42,36.00,147,0,30.05.2018,834,27.434,"N"
2579,1,6,24.04.2020,"INSEM",17,35.00,139,0,01.06.2018,832,27.368,"N"
2580,1,6,19.04.2020,"CARGA",61,28.00,144,0,01.06.2018,832,27.368,"N"
2581,1,6,15.04.2020,"INSEM",41,35.00,148,0,03.06.2018,830,27.303,"N"
2582,1,14,19.08.2020,"FRESC",0,7.00,22,0,03.06.2018,830,27.303," "
2583,1,5,01.05.2020,"INSEM",28,30.00,132,0,03.06.2018,830,27.303,"N"
2586,1,5,28.06.2020,"INSEM",16,36.00,74,0,06.06.2018,827,27.204,"N"
2588,1,5,03.06.2020,"INSEM",44,39.00,99,0,06.06.2018,827,27.204,"N"
2591,1,5,28.05.2020,"INSEM",28,35.00,105,0,08.06.2018,825,27.138,"N"
2594,1,6,14.05.2020,"INSEM",20,38.00,119,0,09.06.2018,824,27.105,"N"
2592,1,16,27.07.2020,"SUCIA",0,36.00,45,0,08.06.2018,825,27.138," "
2593,1,6,25.05.2020,"INSEM",22,31.00,108,0,09.06.2018,824,27.105,"N"
2596,1,5,21.04.2020,"INSEM",28,36.00,142,0,10.06.2018,823,27.072,"N"
2598,1,6,12.05.2020,"CARGA",58,38.00,121,0,11.06.2018,822,27.039,"N"
2599,1,6,16.04.2020,"CARGA",84,25.00,147,0,13.06.2018,820,26.974,"N"
2600,1,5,01.07.2020,"TRATA",25,32.00,71,0,13.06.2018,820,26.974,"N"
2601,1,6,19.04.2020,"INSEM",29,28.00,144,0,14.06.2018,819,26.941,"N"
2602,1,16,10.08.2020,"FRESC",0,13.00,31,0,15.06.2018,818,26.908," "
2603,1,6,20.06.2020,"TRATA",33,30.00,82,0,16.06.2018,817,26.875,"N"
2606,1,5,30.05.2020,"INSEM",28,33.00,103,0,17.06.2018,816,26.842,"N"
2604,1,6,16.04.2020,"TRATA",50,30.00,147,0,17.06.2018,816,26.842,"N"
2605,1,5,03.06.2020,"INSEM",24,27.00,99,0,17.06.2018,816,26.842,"N"
2608,1,5,11.07.2020,"LIMPI",33,32.00,61,0,20.06.2018,813,26.743," "
2609,1,6,17.05.2020,"CARGA",54,35.00,116,0,21.06.2018,812,26.711,"N"
2611,1,5,09.06.2020,"INSEM",41,35.00,93,0,22.06.2018,811,26.678,"N"
2616,1,5,12.05.2020,"TRATA",0,35.00,121,0,27.06.2018,806,26.513,"N"
2617,1,1,20.07.2020,"SUCIA",0,30.00,52,0,28.06.2018,805,26.480," "
2618,1,5,31.05.2020,"INSEM",43,38.00,102,0,28.06.2018,805,26.480,"N"
2619,1,7,01.05.2020,"CARGA",69,39.00,132,0,29.06.2018,804,26.447,"N"
2620,1,5,03.07.2020,"INSEM",16,30.00,69,0,29.06.2018,804,26.447,"N"
2621,1,6,24.05.2020,"INSEM",43,34.00,109,0,30.06.2018,803,26.414,"N"
2622,1,6,22.05.2020,"INSEM",16,39.00,111,0,01.07.2018,802,26.382,"N"
2623,1,6,13.05.2020,"INSEM",26,34.00,120,0,01.07.2018,802,26.382,"N"
2624,1,7,11.05.2020,"INSEM",40,32.00,122,0,02.07.2018,801,26.349,"N"
2625,1,7,30.04.2020,"INSEM",42,31.00,133,0,02.07.2018,801,26.349,"N"
2626,1,5,02.06.2020,"INSEM",20,34.00,100,0,02.07.2018,801,26.349,"N"
2627,1,5,12.07.2020,"SUCIA",0,29.00,60,0,03.07.2018,800,26.316," "
2628,1,5,07.06.2020,"INSEM",42,33.00,95,0,05.07.2018,798,26.250,"N"
2633,1,1,20.07.2020,"ANEST",0,38.00,52,0,04.07.2018,799,26.283," "
2635,1,6,14.04.2020,"CARGA",54,30.00,149,0,07.07.2018,796,26.184,"N"
2636,1,6,29.04.2020,"TRATA",80,36.00,134,0,07.07.2018,796,26.184,"N"
2638,1,5,15.07.2020,"LIMPI",23,38.00,57,0,08.07.2018,795,26.151,"N"
2640,1,5,02.06.2020,"INSEM",46,42.00,100,0,09.07.2018,794,26.118,"N"
2641,1,5,31.05.2020,"INSEM",21,36.00,102,0,09.07.2018,794,26.118,"N"
2642,1,5,08.06.2020,"INSEM",26,37.00,94,0,09.07.2018,794,26.118,"N"
2643,1,6,24.05.2020,"INSEM",46,28.00,109,0,10.07.2018,793,26.086,"N"
2646,1,17,26.05.2020,"CARGA",51,42.00,107,0,14.07.2018,789,25.954,"N"
2650,1,5,25.05.2020,"CARGA",52,34.00,108,0,16.07.2018,787,25.888,"N"
2651,1,5,25.05.2020,"INSEM",47,38.00,108,0,16.07.2018,787,25.888,"N"
2648,1,5,08.07.2020,"LIMPI",34,44.00,64,0,16.07.2018,787,25.888," "
2649,1,5,24.05.2020,"CARGA",48,43.00,109,0,16.07.2018,787,25.888,"N"
2652,0,15,.  .,"CARGA",278,0.00,0,0,16.07.2018,787,25.888,"N"
2653,1,5,07.07.2020,"LIMPI",22,34.00,65,0,18.07.2018,785,25.822,"N"
2655,1,5,23.05.2020,"INSEM",27,30.00,110,0,18.07.2018,785,25.822,"N"
2657,1,6,06.06.2020,"INSEM",33,30.00,96,0,19.07.2018,784,25.789,"N"
2658,1,5,22.06.2020,"INSEM",27,36.00,80,0,20.07.2018,783,25.757,"N"
2659,1,6,19.06.2020,"INSEM",29,28.00,83,0,20.07.2018,783,25.757,"N"
2660,1,6,23.04.2020,"CARGA",85,34.00,140,0,22.07.2018,781,25.691,"N"
2662,1,5,26.05.2020,"CARGA",51,31.00,107,0,23.07.2018,780,25.658,"N"
2663,1,5,14.06.2020,"INSEM",36,31.00,88,0,23.07.2018,780,25.658,"N"
2664,1,1,06.08.2020,"LIMPI",0,34.00,35,0,25.07.2018,778,25.592," "
2666,1,6,24.06.2020,"TRATA",35,42.00,78,0,26.07.2018,777,25.559,"N"
2668,1,6,20.06.2020,"TRATA",0,32.00,82,0,27.07.2018,776,25.526,"N"
2669,1,1,25.07.2020,"LIMPI",17,38.00,47,0,27.07.2018,776,25.526,"N"
2670,1,6,26.06.2020,"TRATA",48,42.00,76,0,27.07.2018,776,25.526,"N"
2671,1,5,31.05.2020,"INSEM",34,37.00,102,0,28.07.2018,775,25.493,"N"
2672,1,12,21.06.2020,"TRATA",0,36.00,81,0,29.07.2018,774,25.461,"N"
2673,1,5,26.06.2020,"INSEM",27,39.00,76,0,29.07.2018,774,25.461,"N"
2674,1,6,07.07.2020,"ANEST",0,30.00,65,0,30.07.2018,773,25.428,"N"
2676,1,5,28.05.2020,"INSEM",43,34.00,105,0,31.07.2018,772,25.395,"N"
2677,1,5,21.06.2020,"INSEM",25,36.00,81,0,01.08.2018,771,25.362,"N"
2678,1,5,07.06.2020,"INSEM",23,34.00,95,0,01.08.2018,771,25.362,"N"
2679,1,5,22.06.2020,"INSEM",24,39.00,80,0,02.08.2018,770,25.329,"N"
2680,1,5,23.06.2020,"INSEM",25,38.00,79,0,02.08.2018,770,25.329,"N"
2682,1,5,16.07.2020,"SUCIA",0,32.00,56,0,02.08.2018,770,25.329,"N"
2683,1,6,28.04.2020,"CARGA",76,30.00,135,0,02.08.2018,770,25.329,"N"
2685,1,5,15.07.2020,"LIMPI",23,24.00,57,0,04.08.2018,768,25.263," "
2686,1,1,04.08.2020,"LIMPI",0,32.00,37,0,04.08.2018,768,25.263," "
2687,1,5,28.06.2020,"INSEM",21,34.00,74,0,04.08.2018,768,25.263,"N"
2688,1,5,29.07.2020,"SUCIA",0,28.00,43,0,05.08.2018,767,25.230," "
2690,1,5,09.07.2020,"LIMPI",36,37.00,63,0,05.08.2018,767,25.230," "
2692,1,1,30.07.2020,"LIMPI",20,34.00,42,0,05.08.2018,767,25.230," "
2689,1,5,08.07.2020,"SUCIA",33,39.00,64,0,05.08.2018,767,25.230,"N"
2694,1,16,28.07.2020,"SUCIA",0,36.00,44,0,05.08.2018,767,25.230," "
2698,1,6,05.07.2020,"LIMPI",37,33.00,67,0,07.08.2018,765,25.164," "
2697,1,1,31.07.2020,"SUCIA",0,28.00,41,0,07.08.2018,765,25.164," "
2699,0,21,.  .,"CARGA",259,0.00,0,0,08.08.2018,764,25.132,"N"
2702,1,16,02.08.2020,"SUCIA",0,34.00,39,0,09.08.2018,763,25.099," "
2704,1,5,11.07.2020,"SUCIA",28,18.00,61,0,09.08.2018,763,25.099," "
2706,1,12,02.07.2020,"INSEM",17,31.00,70,0,10.08.2018,762,25.066,"N"
2710,1,5,30.06.2020,"TRATA",32,37.00,72,0,10.08.2018,762,25.066,"N"
2709,1,1,03.08.2020,"SUCIA",0,16.00,38,0,10.08.2018,762,25.066,"S"
2712,1,5,18.07.2020,"LIMPI",16,26.00,54,0,11.08.2018,761,25.033," "
2713,1,5,29.07.2020,"SUCIA",0,34.00,43,0,11.08.2018,761,25.033," "
2714,1,5,14.07.2020,"LIMPI",18,32.00,58,0,11.08.2018,761,25.033," "
2716,1,5,10.07.2020,"ANEST",0,44.00,62,0,12.08.2018,760,25.000," "
2721,1,5,11.07.2020,"LIMPI",29,38.00,61,0,14.08.2018,758,24.934," "
2720,1,5,12.07.2020,"LIMPI",33,38.00,60,0,14.08.2018,758,24.934," "
2708,0,21,.  .,"CARGA",243,0.00,0,0,10.08.2018,762,25.066,"N"
2723,0,21,.  .,"CARGA",258,0.00,0,0,15.08.2018,757,24.901," "
2726,1,5,28.07.2020,"SUCIA",0,32.00,44,0,17.08.2018,755,24.836," "
2730,1,1,03.08.2020,"LIMPI",0,38.00,38,0,18.08.2018,754,24.803," "
2733,1,5,15.07.2020,"LIMPI",17,34.00,57,0,20.08.2018,752,24.737," "
2727,0,15,.  .,"CARGA",266,0.00,0,0,18.08.2018,754,24.803,"N"
2729,0,15,.  .,"CARGA",265,0.00,0,0,18.08.2018,754,24.803,"N"
2731,0,21,.  .,"CARGA",244,0.00,0,0,19.08.2018,753,24.770,"N"
2742,0,21,.  .,"CARGA",262,0.00,0,0,26.08.2018,746,24.539,"N"
2743,1,5,30.07.2020,"SUCIA",0,29.00,42,0,26.08.2018,746,24.539," "
2746,0,21,.  .,"CARGA",218,0.00,0,0,29.08.2018,743,24.441,"N"
2748,1,1,31.07.2020,"SUCIA",0,36.00,41,0,29.08.2018,743,24.441," "
2749,0,22,.  .,"CARGA",172,0.00,0,0,29.08.2018,743,24.441,"N"
2752,1,16,02.08.2020,"SUCIA",0,36.00,39,0,30.08.2018,742,24.408," "
2753,1,12,13.07.2020,"SUCIA",25,27.00,59,0,31.08.2018,741,24.375," "
2754,0,21,.  .,"CARGA",255,0.00,0,0,01.09.2018,740,24.342," "
2756,0,21,.  .,"CARGA",264,0.00,0,0,02.09.2018,739,24.309," "
2758,0,21,.  .,"CARGA",271,0.00,0,0,05.09.2018,736,24.211," "
2762,0,21,.  .,"CARGA",259,0.00,0,0,07.09.2018,734,24.145," "
2763,1,5,26.07.2020,"LIMPI",17,36.00,46,0,07.09.2018,734,24.145," "
2764,0,21,.  .,"CARGA",264,0.00,0,0,08.09.2018,733,24.112," "
2766,1,5,18.07.2020,"SUCIA",24,35.00,54,0,09.09.2018,732,24.079," "
2767,1,16,02.08.2020,"SUCIA",0,28.00,39,0,09.09.2018,732,24.079," "
2775,0,21,.  .,"CARGA",252,0.00,0,0,11.09.2018,730,24.013,"N"
2774,1,1,30.07.2020,"SUCIA",0,31.00,42,0,11.09.2018,730,24.013," "
2776,1,30,07.08.2020,"FRESC",0,0.00,34,0,11.09.2018,730,24.013,"S"
2779,0,21,.  .,"CARGA",274,0.00,0,0,12.09.2018,729,23.980," "
2781,0,21,.  .,"CARGA",259,0.00,0,0,13.09.2018,728,23.947," "
2783,0,20,.  .,"CARGA",197,0.00,0,0,13.09.2018,728,23.947," "
2784,0,21,.  .,"CARGA",264,0.00,0,0,13.09.2018,728,23.947," "
2787,0,15,.  .,"CARGA",271,0.00,0,0,14.09.2018,727,23.914,"N"
2790,0,30,.  .,"TRATA",222,0.00,0,0,14.09.2018,727,23.914,"S"
2794,0,21,.  .,"CARGA",266,0.00,0,0,16.09.2018,725,23.849," "
2795,0,22,.  .,"CARGA",236,0.00,0,0,16.09.2018,725,23.849," "
2797,0,20,.  .,"CARGA",177,0.00,0,0,17.09.2018,724,23.816," "
2805,0,21,.  .,"CARGA",245,0.00,0,0,19.09.2018,722,23.750," "
2811,0,21,.  .,"CARGA",236,0.00,0,0,20.09.2018,721,23.717," "
2817,0,30,.  .,"ABORT",221,0.00,0,0,24.09.2018,717,23.586,"S"
2819,0,21,.  .,"CARGA",263,0.00,0,0,27.09.2018,714,23.487," "
2820,0,21,.  .,"CARGA",242,0.00,0,0,28.09.2018,713,23.454," "
2826,0,21,.  .,"CARGA",274,0.00,0,0,01.10.2018,710,23.355," "
2827,0,22,.  .,"CARGA",179,0.00,0,0,02.10.2018,709,23.322," "
2828,0,21,.  .,"CARGA",267,0.00,0,0,03.10.2018,708,23.289," "
2829,0,21,.  .,"CARGA",183,0.00,0,0,03.10.2018,708,23.289," "
2832,0,21,.  .,"CARGA",241,0.00,0,0,03.10.2018,708,23.289," "
2834,0,21,.  .,"CARGA",204,0.00,0,0,04.10.2018,707,23.257," "
2835,0,30,.  .,"ABORT",245,0.00,0,0,04.10.2018,707,23.257,"S"
2837,0,22,.  .,"CARGA",99,0.00,0,0,05.10.2018,706,23.224," "
2839,0,21,.  .,"CARGA",220,0.00,0,0,06.10.2018,705,23.191," "
2842,0,21,.  .,"CARGA",217,0.00,0,0,08.10.2018,703,23.125," "
2843,0,30,.  .,"ABORT",254,0.00,0,0,08.10.2018,703,23.125,"S"
2844,0,21,.  .,"CARGA",261,0.00,0,0,08.10.2018,703,23.125," "
2391,1,20,04.11.2019,"CARGA",244,31.00,296,15,15.12.2017,1000,32.895,"N"
2423,1,8,17.12.2019,"CARGA",189,24.00,268,0,03.01.2018,981,32.270,"N"
2850,0,21,.  .,"CARGA",177,0.00,0,0,12.10.2018,699,22.993," "
2855,0,22,.  .,"CARGA",212,0.00,0,0,13.10.2018,698,22.961,"N"
2862,0,22,.  .,"CARGA",133,0.00,0,0,15.10.2018,696,22.895,"N"
2866,0,21,.  .,"CARGA",256,0.00,0,0,16.10.2018,695,22.862," "
2865,0,21,.  .,"CARGA",245,0.00,0,0,15.10.2018,696,22.895," "
2867,0,22,.  .,"CARGA",152,0.00,0,0,16.10.2018,695,22.862," "
2870,0,21,.  .,"CARGA",234,0.00,0,0,17.10.2018,694,22.829," "
2873,0,21,.  .,"CARGA",245,0.00,0,0,17.10.2018,694,22.829," "
2872,0,21,.  .,"CARGA",249,0.00,0,0,17.10.2018,694,22.829," "
2874,0,21,.  .,"CARGA",143,0.00,0,0,19.10.2018,692,22.763,"N"
2875,0,21,.  .,"CARGA",263,0.00,0,0,19.10.2018,692,22.763," "
2877,0,22,.  .,"CARGA",118,0.00,0,0,20.10.2018,691,22.730," "
2880,0,22,.  .,"CARGA",182,0.00,0,0,22.10.2018,689,22.664,"N"
2881,0,21,.  .,"CARGA",244,0.00,0,0,22.10.2018,689,22.664," "
2882,0,21,.  .,"CARGA",250,0.00,0,0,22.10.2018,689,22.664," "
2884,0,22,.  .,"CARGA",238,0.00,0,0,23.10.2018,688,22.632," "
2886,0,21,.  .,"CARGA",229,0.00,0,0,24.10.2018,687,22.599," "
2887,0,21,.  .,"CARGA",225,0.00,0,0,25.10.2018,686,22.566," "
2888,0,22,.  .,"CARGA",170,0.00,0,0,25.10.2018,686,22.566," "
2335,1,8,06.10.2019,"CARGA",236,20.00,340,0,05.11.2017,1040,34.211,"N"
2430,1,6,25.01.2020,"CARGA",58,31.00,229,0,04.01.2018,980,32.237,"N"
2468,1,6,11.01.2020,"CARGA",122,30.00,243,0,31.01.2018,953,31.349,"N"
2524,1,7,01.03.2020,"CARGA",131,39.00,193,0,26.03.2018,899,29.572,"N"
2531,1,6,07.05.2020,"CARGA",48,37.00,126,0,13.04.2018,881,28.980,"N"
2629,1,6,21.05.2020,"LIMPI",29,27.00,112,0,03.07.2018,800,26.316,"N"
2630,1,5,10.06.2020,"INSEM",26,51.00,92,0,03.07.2018,800,26.316,"N"
2345,1,7,26.10.2019,"CARGA",161,27.00,320,0,12.11.2017,1033,33.980,"N"
2892,0,22,.  .,"CARGA",188,0.00,0,0,26.10.2018,685,22.533," "
2895,0,22,.  .,"CARGA",221,0.00,0,0,27.10.2018,684,22.500," "
2896,0,22,.  .,"CARGA",226,0.00,0,0,27.10.2018,684,22.500," "
2898,0,21,.  .,"CARGA",244,0.00,0,0,27.10.2018,684,22.500," "
2897,0,21,.  .,"CARGA",247,0.00,0,0,27.10.2018,684,22.500,"N"
2900,0,21,.  .,"CARGA",244,0.00,0,0,28.10.2018,683,22.467," "
2901,0,21,.  .,"CARGA",221,0.00,0,0,29.10.2018,682,22.434," "
2902,0,21,.  .,"CARGA",244,0.00,0,0,29.10.2018,682,22.434," "
2903,0,21,.  .,"CARGA",247,0.00,0,0,30.10.2018,681,22.401," "
2899,0,21,.  .,"CARGA",226,0.00,0,0,30.10.2018,681,22.401," "
2904,0,21,.  .,"CARGA",228,0.00,0,0,31.10.2018,680,22.368," "
2905,0,21,.  .,"CARGA",244,0.00,0,0,31.10.2018,680,22.368," "
2908,0,21,.  .,"CARGA",227,0.00,0,0,02.11.2018,678,22.303," "
2906,0,22,.  .,"CARGA",213,0.00,0,0,01.11.2018,679,22.336," "
2910,0,22,.  .,"CARGA",228,0.00,0,0,04.11.2018,676,22.237," "
2912,0,21,.  .,"CARGA",207,0.00,0,0,04.11.2018,676,22.237," "
2913,0,22,.  .,"CARGA",225,0.00,0,0,04.11.2018,676,22.237,"N"
2911,0,22,.  .,"CARGA",212,0.00,0,0,04.11.2018,676,22.237," "
2914,0,21,.  .,"CARGA",244,0.00,0,0,05.11.2018,675,22.204," "
2915,0,21,.  .,"CARGA",237,0.00,0,0,07.11.2018,673,22.138," "
2916,0,21,.  .,"CARGA",243,0.00,0,0,07.11.2018,673,22.138," "
2918,0,22,.  .,"CARGA",227,0.00,0,0,07.11.2018,673,22.138," "
2917,0,22,.  .,"CARGA",232,0.00,0,0,07.11.2018,673,22.138," "
2920,0,21,.  .,"CARGA",176,0.00,0,0,09.11.2018,671,22.072," "
2919,0,21,.  .,"CARGA",226,0.00,0,0,08.11.2018,672,22.105," "
2921,0,22,.  .,"CARGA",188,0.00,0,0,09.11.2018,671,22.072," "
2922,0,22,.  .,"CARGA",214,0.00,0,0,09.11.2018,671,22.072," "
2923,0,21,.  .,"CARGA",225,0.00,0,0,09.11.2018,671,22.072,"N"
2924,0,30,.  .,"",0,0.00,0,0,10.11.2018,670,22.039,"S"
2929,0,30,.  .,"ABORT",212,0.00,0,0,11.11.2018,669,22.007,"S"
2927,0,22,.  .,"CARGA",207,0.00,0,0,11.11.2018,669,22.007,"N"
2933,0,21,.  .,"CARGA",179,0.00,0,0,13.11.2018,667,21.941," "
2934,0,30,.  .,"LIMPI",59,0.00,0,0,13.11.2018,667,21.941,"S"
2937,0,21,.  .,"CARGA",214,0.00,0,0,15.11.2018,665,21.875," "
2940,0,21,.  .,"CARGA",234,0.00,0,0,16.11.2018,664,21.842," "
2941,0,22,.  .,"CARGA",239,0.00,0,0,16.11.2018,664,21.842," "
2942,0,21,.  .,"CARGA",243,0.00,0,0,17.11.2018,663,21.809," "
2931,0,30,.  .,"LIMPI",51,0.00,0,0,11.11.2018,669,22.007,"S"
2943,0,22,.  .,"CARGA",164,0.00,0,0,17.11.2018,663,21.809," "
2944,0,22,.  .,"CARGA",179,0.00,0,0,18.11.2018,662,21.776," "
2945,0,22,.  .,"CARGA",171,0.00,0,0,19.11.2018,661,21.743," "
2946,0,22,.  .,"CARGA",236,0.00,0,0,19.11.2018,661,21.743," "
2948,0,21,.  .,"CARGA",224,0.00,0,0,20.11.2018,660,21.711,"N"
2949,0,22,.  .,"CARGA",239,0.00,0,0,21.11.2018,659,21.678,"N"
2950,0,20,.  .,"CARGA",133,0.00,0,0,21.11.2018,659,21.678,"N"
2959,0,22,.  .,"CARGA",210,0.00,0,0,21.11.2018,659,21.678," "
2956,0,20,.  .,"CARGA",141,0.00,0,0,23.11.2018,657,21.612," "
2957,0,22,.  .,"CARGA",225,0.00,0,0,24.11.2018,656,21.579," "
2958,0,22,.  .,"CARGA",213,0.00,0,0,24.11.2018,656,21.579," "
2955,0,22,.  .,"CARGA",223,0.00,0,0,23.11.2018,657,21.612," "
2951,0,22,.  .,"CARGA",206,0.00,0,0,22.11.2018,658,21.645," "
2961,0,21,.  .,"CARGA",227,0.00,0,0,25.11.2018,655,21.546," "
2962,0,21,.  .,"CARGA",223,0.00,0,0,25.11.2018,655,21.546," "
2963,0,30,.  .,"LIMPI",66,0.00,0,0,26.11.2018,654,21.513,"S"
2964,0,21,.  .,"CARGA",178,0.00,0,0,26.11.2018,654,21.513," "
2965,0,22,.  .,"CARGA",224,0.00,0,0,26.11.2018,654,21.513," "
2966,0,23,.  .,"CARGA",210,0.00,0,0,26.11.2018,654,21.513," "
2967,0,22,.  .,"CARGA",239,0.00,0,0,26.11.2018,654,21.513," "
2968,0,22,.  .,"CARGA",175,0.00,0,0,27.11.2018,653,21.480,"N"
2971,0,22,.  .,"CARGA",197,0.00,0,0,28.11.2018,652,21.447," "
2972,0,21,.  .,"CARGA",149,0.00,0,0,28.11.2018,652,21.447,"N"
2973,0,22,.  .,"CARGA",216,0.00,0,0,28.11.2018,652,21.447," "
2975,0,21,.  .,"CARGA",234,0.00,0,0,28.11.2018,652,21.447," "
2976,0,22,.  .,"CARGA",233,0.00,0,0,29.11.2018,651,21.414," "
